feature,bucket,regime,side,horizon,label,sample_count,cluster_count,raw_expectancy_bps,expectancy_after_5_bps,expectancy_after_7_5_bps,expectancy_after_10_bps,pf_after_5_bps,pf_after_7_5_bps,pf_after_10_bps,win_rate_after_5_bps,win_rate_after_7_5_bps,win_rate_after_10_bps,gross_profit_after_5_bps,gross_loss_after_5_bps,gross_profit_after_7_5_bps,gross_loss_after_7_5_bps,gross_profit_after_10_bps,gross_loss_after_10_bps,win_count_after_5_bps,loss_count_after_5_bps,win_count_after_7_5_bps,loss_count_after_7_5_bps,win_count_after_10_bps,loss_count_after_10_bps,win_rate,profit_factor,average_forward_return,median_forward_return,worst_month_expectancy,worst_symbol_expectancy,leave_one_symbol_out_passed,leave_one_month_out_passed,leave_one_quarter_out_passed,top_symbol_contribution_pct,top_month_contribution_pct,top_quarter_contribution_pct
TrendSlope20,slope_flat,compressed_down,long,30m,DISCOVERY_REJECTED,13339,10268,-0.443392,-5.443392,-7.943392,-10.443392,0.802983,0.725950,0.656356,46.960042,44.740985,42.889272,295933.627893,368543.038646,280676.532225,386633.442978,266069.378435,405373.789188,6264,7075,5968,7371,5721,7618,46.960042,0.802983,-0.443392,1.700000,-11.875206,-23.026950,false,false,false,98.688651,50.286599,0.000000
TrendSlope20,slope_up,range,long,60m,DISCOVERY_REJECTED,19458,14427,-0.444327,-5.444327,-7.944327,-10.444327,0.842222,0.778400,0.719495,47.091171,45.410628,43.786617,565485.899841,671421.616968,542984.554544,697565.271672,521274.348739,724500.065867,9163,10295,8836,10622,8520,10938,47.091171,0.842222,-0.444327,0.450000,-11.677256,-10.918633,false,false,false,100.000000,90.033483,0.000000
CloseRelativeEMA20,below_ema20,trend_up,long,15m,DISCOVERY_REJECTED,1748,1700,-0.444331,-5.444331,-7.944331,-10.444331,0.775277,0.690093,0.614734,45.022883,42.219680,39.988558,32831.787338,42348.477303,30922.457267,44809.147233,29130.517293,47387.207258,787,961,738,1010,699,1049,45.022883,0.775277,-0.444331,-0.550000,-22.367298,-11.110353,false,false,false,0.000000,24.780041,0.000000
Return15,return15_flat,trend_up,long,60m,DISCOVERY_REJECTED,24361,18680,-0.444812,-5.444812,-7.944812,-10.444812,0.773863,0.688878,0.613965,42.884118,40.384221,37.941792,453910.783947,586551.853010,428539.117544,622082.686608,404680.391994,659126.461057,10447,13914,9838,14523,9243,15118,42.884118,0.773863,-0.444812,-2.000000,-13.792223,-7.480576,false,false,false,0.000000,100.000000,0.000000
TrendSlope20,slope_up,range,long,15m,DISCOVERY_REJECTED,19458,14427,-0.446576,-5.446576,-7.946576,-10.446576,0.709289,0.606698,0.519730,42.799877,39.649501,36.571076,258573.476444,364552.954183,238519.849297,393144.327036,219970.202275,423239.680014,8328,11130,7715,11743,7116,12342,42.799877,0.709289,-0.446576,-0.800000,-7.344697,-11.459780,false,false,false,0.000000,0.000000,0.000000
VolumeRatio20,volume_ratio_high,trend_up,short,30m,DISCOVERY_REJECTED,36160,27339,-0.447220,-5.447220,-7.947220,-10.447220,0.777291,0.691890,0.615814,47.923119,45.315265,42.759956,687462.453579,884433.911373,645318.312406,932689.770201,605531.903032,983303.360827,17329,18831,16386,19774,15462,20698,47.923119,0.777291,-0.447220,3.000000,-13.059138,-6.291937,false,false,false,0.000000,52.072125,0.000000
TakerBuyRatio,taker_sell_heavy,range,short,15m,DISCOVERY_REJECTED,41900,34274,-0.447385,-5.447385,-7.947385,-10.447385,0.701545,0.596870,0.508600,43.112172,39.792363,36.618138,536511.470747,764756.917453,493029.157440,826024.604146,453067.001705,890812.448411,18064,23836,16673,25227,15343,26557,43.112172,0.701545,-0.447385,0.000000,-8.118195,-6.555314,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_down,compressed_down,short,15m,DISCOVERY_REJECTED,28763,23014,-0.448119,-5.448119,-7.948119,-10.448119,0.709857,0.607618,0.520948,42.471230,39.349164,36.289678,383388.881108,540093.140425,354013.872246,582625.631562,326801.682183,627320.941499,12216,16547,11318,17445,10438,18325,42.471230,0.709857,-0.448119,-1.100000,-12.592020,-6.459256,false,false,false,0.000000,0.000000,0.000000
SessionUTC,europe,compressed_down,short,5m,DISCOVERY_REJECTED,7860,6073,-0.448286,-5.448286,-7.948286,-10.448286,0.577299,0.451417,0.354959,38.371501,33.778626,29.478372,58485.721455,101309.249802,51408.006087,113881.534434,45191.681659,127315.210006,3016,4844,2655,5205,2317,5543,38.371501,0.577299,-0.448286,-0.700000,-13.775746,-6.413737,false,false,false,0.000000,0.000000,0.000000
TrendSlope20,slope_up_strong,compressed_up,short,30m,DISCOVERY_REJECTED,12648,10219,-0.449339,-5.449339,-7.949339,-10.449339,0.769056,0.681829,0.604699,45.714738,43.279570,40.765338,229518.115123,298441.358990,215460.550440,316003.794307,202172.824630,334336.068497,5782,6866,5474,7174,5156,7492,45.714738,0.769056,-0.449339,1.200000,-13.449468,-694.762151,false,false,false,0.000000,61.341768,0.000000
BBWidthPctRank60,bb_width_low,trend_up,long,5m,DISCOVERY_REJECTED,16486,13976,-0.451277,-5.451277,-7.951277,-10.451277,0.487660,0.355759,0.262664,34.726435,29.255126,24.438918,85540.743144,175410.488184,72386.755644,203471.500685,61378.897269,233678.642309,5725,10761,4823,11663,4029,12457,34.726435,0.487660,-0.451277,-0.700000,-8.377318,-6.074389,false,false,false,0.000000,0.000000,0.000000
RealizedVol60,realized_vol_60_low,trend_down,short,30m,DISCOVERY_REJECTED,99011,47972,-0.453118,-5.453118,-7.953118,-10.453118,0.750379,0.659356,0.580334,41.190373,38.731050,36.408076,1623033.548834,2162952.214738,1524194.479675,2311640.645580,1431208.276244,2466181.942148,40783,58228,38348,60663,36048,62963,41.190373,0.750379,-0.453118,-3.200000,-9.834311,-6.570324,false,false,false,0.000000,100.000000,0.000000
SessionUTC,us,trend_down,long,60m,DISCOVERY_REJECTED,35007,17366,-0.453172,-5.453172,-7.953172,-10.453172,0.860836,0.803399,0.749700,50.075699,48.478876,46.804925,1180853.166400,1371752.371438,1137737.142862,1416153.847900,1096048.957541,1461983.162579,17530,17477,16971,18036,16385,18622,50.075699,0.860836,-0.453172,5.100000,-28.595544,-8.951226,false,false,false,0.000000,25.772157,100.000000
TrendSlope20,slope_down,range,short,5m,DISCOVERY_REJECTED,19673,14407,-0.456253,-5.456253,-7.956253,-10.456253,0.577142,0.450647,0.353613,39.190769,34.478727,29.919179,146505.100677,253845.960631,128399.867152,284923.227106,112533.763497,318239.623451,7710,11963,6783,12890,5886,13787,39.190769,0.577142,-0.456253,-0.400000,-8.736885,-5.920464,false,false,false,0.000000,0.000000,0.000000
TakerBuyRatio,taker_sell_heavy_strong,trend_up,short,240m,DISCOVERY_REJECTED,28559,22518,-0.457965,-5.457965,-7.957965,-10.457965,0.905013,0.864544,0.825891,48.898771,47.893834,46.801359,1485121.891161,1640995.911573,1450555.485440,1677827.005852,1416748.166710,1715417.187122,13965,14594,13678,14881,13366,15193,48.898771,0.905013,-0.457965,2.400000,-40.661702,-9.110854,false,false,false,0.000000,31.165093,52.150904
TrendSlope20,slope_flat,trend_up,short,240m,DISCOVERY_REJECTED,33335,17630,-0.458775,-5.458775,-7.958775,-10.458775,0.910157,0.871669,0.834779,50.160492,49.161542,48.114594,1843444.753189,2025413.027038,1802052.156907,2067357.930756,1761526.117698,2110169.391547,16721,16614,16388,16947,16039,17296,50.160492,0.910157,-0.458775,5.500000,-82.382526,-37.308290,false,false,false,95.092072,26.164201,84.169093
ETHContext60,eth_flat,trend_up,short,120m,DISCOVERY_REJECTED,44266,27627,-0.464109,-5.464109,-7.964109,-10.464109,0.859085,0.801279,0.747347,48.789138,47.167126,45.621922,1474578.315204,1716452.548767,1421498.127280,1774037.360844,1370155.196982,1833359.430546,21597,22669,20879,23387,20195,24071,48.789138,0.859085,-0.464109,3.000000,-21.476089,-7.013822,false,false,false,0.000000,37.688312,0.000000
ETHContext60,eth_up_strong,trend_up,long,30m,DISCOVERY_REJECTED,25344,15253,-0.464757,-5.464757,-7.964757,-10.464757,0.812633,0.740010,0.674500,42.167771,40.348801,38.486427,600687.453689,739186.243649,574551.300026,776410.089986,549585.701371,814804.491332,10687,14657,10226,15118,9754,15590,42.167771,0.812633,-0.464757,-4.600000,-15.273229,-6.710564,false,false,false,0.000000,73.781983,0.000000
SessionUTC,europe,trend_down,short,15m,DISCOVERY_REJECTED,30170,14730,-0.465137,-5.465137,-7.965137,-10.465137,0.688131,0.582190,0.494097,40.119324,36.735167,33.622804,363811.234349,528694.423065,334853.349574,575161.538290,308365.024501,624098.213216,12104,18066,11083,19087,10144,20026,40.119324,0.688131,-0.465137,-1.900000,-8.758755,-6.142155,false,false,false,0.000000,100.000000,0.000000
SessionUTC,europe,trend_down,long,5m,DISCOVERY_REJECTED,30170,14730,-0.465963,-5.465963,-7.965963,-10.465963,0.544162,0.412527,0.313999,39.983427,34.544249,29.695061,196861.379998,361769.486302,168763.513526,409096.619830,144529.761178,460287.867482,12063,18107,10422,19748,8959,21211,39.983427,0.544162,-0.465963,0.500000,-7.528930,-5.936119,false,false,false,0.000000,0.000000,0.000000
ATRPct14,atr_pct_14_mid,range,short,30m,DISCOVERY_REJECTED,68277,38332,-0.468046,-5.468046,-7.968046,-10.468046,0.836122,0.770537,0.710204,46.444630,44.878949,43.346954,1904827.748484,2278169.492734,1826869.276089,2370903.520339,1751583.797093,2466310.541343,31711,36566,30642,37635,29596,38681,46.444630,0.836122,-0.468046,-0.700000,-10.346555,-7.660391,false,false,false,0.000000,0.000000,0.000000
TakerBuyRatio,taker_sell_heavy,trend_up,long,30m,DISCOVERY_REJECTED,21621,17988,-0.468419,-5.468419,-7.968419,-10.468419,0.786931,0.706496,0.635100,41.760326,39.586513,37.218445,436670.995277,554903.692013,414708.457491,586993.654227,393936.331166,620274.027901,9029,12592,8559,13062,8047,13574,41.760326,0.786931,-0.468419,-3.300000,-9.502457,-7.831771,false,false,false,0.000000,0.000000,0.000000
BBWidthPctRank60,bb_width_high,range,long,30m,DISCOVERY_REJECTED,60561,48988,-0.469303,-5.469303,-7.969303,-10.469303,0.765310,0.677737,0.600688,44.335463,41.757897,39.158865,1080110.377105,1411336.823764,1014997.631467,1497626.578127,953778.275144,1587809.721803,26850,33711,25289,35272,23715,36846,44.335463,0.765310,-0.469303,-0.400000,-10.869892,-6.516505,false,false,false,0.000000,0.000000,0.000000
RealizedVol60,realized_vol_60_low,range,long,240m,DISCOVERY_REJECTED,206395,91613,-0.469305,-5.469305,-7.969305,-10.469305,0.898893,0.856154,0.815472,48.219676,47.179437,46.137746,10035902.732576,11164739.899552,9789794.457185,11434619.124161,9549110.831348,11709922.998324,99523,106872,97376,109019,95226,111169,48.219676,0.898893,-0.469305,0.700000,-28.491887,-7.828477,false,false,false,0.000000,34.449181,65.784832
VolumeRatio20,volume_ratio_normal,compressed_down,short,240m,DISCOVERY_REJECTED,14733,12999,-0.474249,-5.474249,-7.974249,-10.474249,0.926398,0.894656,0.864039,47.519175,46.725039,45.944478,1015128.426055,1095780.538797,997764.928121,1115249.540862,980694.789877,1135011.902618,7001,7732,6884,7849,6769,7964,47.519175,0.926398,-0.474249,-2.900000,-59.178244,-11.350627,false,false,false,52.605629,33.320450,92.713051
BTCContext60,btc_up_strong,trend_down,short,120m,DISCOVERY_REJECTED,759,705,-0.475470,-5.475470,-7.975470,-10.475470,0.910877,0.873098,0.837011,44.005270,43.214756,42.819499,42474.856818,46630.738473,41647.739178,47701.120832,40830.951485,48781.833139,334,425,328,431,325,434,44.005270,0.910877,-0.475470,-10.600000,-125.213733,-26.114822,false,false,false,100.000000,37.347940,57.558530
TrendSlope20,slope_up,compressed_down,short,15m,DISCOVERY_REJECTED,3139,2893,-0.476681,-5.476681,-7.976681,-10.476681,0.745147,0.652121,0.571240,43.899331,41.032176,38.579165,50264.530662,67455.833600,46936.748788,71975.551726,43814.610966,76700.913904,1378,1761,1288,1851,1211,1928,43.899331,0.745147,-0.476681,-0.700000,-18.911966,-41.536709,false,false,false,100.000000,88.370128,0.000000
BBWidthPctRank60,bb_width_low,trend_up,long,15m,DISCOVERY_REJECTED,16486,13976,-0.477665,-5.477665,-7.977665,-10.477665,0.646954,0.532924,0.440997,39.433459,35.351207,31.760281,165482.484363,255787.271495,150061.447929,281581.235061,136270.463788,309005.250919,6501,9985,5828,10658,5236,11250,39.433459,0.646954,-0.477665,-1.500000,-7.260450,-6.509975,false,false,false,0.000000,0.000000,0.000000
SessionUTC,us,trend_down,short,15m,DISCOVERY_REJECTED,35007,17366,-0.477973,-5.477973,-7.977973,-10.477973,0.753811,0.664152,0.586166,41.128917,38.683692,36.204188,587177.985382,778945.397446,552297.262294,831582.174358,519549.104116,886351.516180,14398,20609,13542,21465,12674,22333,41.128917,0.753811,-0.477973,-3.200000,-15.087034,-6.802824,false,false,false,0.000000,89.813726,0.000000
TakerBuyRatio,taker_balanced,range,short,120m,DISCOVERY_REJECTED,29607,25604,-0.478815,-5.478815,-7.978815,-10.478815,0.883981,0.835727,0.790196,46.705171,45.519641,44.357753,1235933.495711,1398144.770089,1201793.305636,1438022.080014,1168498.192654,1478744.467032,13828,15779,13477,16130,13133,16474,46.705171,0.883981,-0.478815,-1.900000,-20.286958,-8.576374,false,false,false,0.000000,69.082124,0.000000
TrendSlope20,slope_up_strong,trend_up,short,60m,DISCOVERY_REJECTED,68487,34304,-0.479545,-5.479545,-7.979545,-10.479545,0.822756,0.752477,0.688196,48.139063,46.075898,44.161666,1742010.271143,2117287.894057,1661363.404537,2207858.527451,1584095.674048,2301808.296962,32969,35518,31556,36931,30245,38242,48.139063,0.822756,-0.479545,2.800000,-11.690752,-275.925339,false,false,false,0.000000,100.000000,0.000000
Return15,return15_flat,trend_down,long,240m,DISCOVERY_REJECTED,21667,16887,-0.480565,-5.480565,-7.980565,-10.480565,0.890219,0.844140,0.800421,49.370010,48.197720,46.979277,962923.877164,1081671.275184,936507.166225,1109422.064245,910722.576452,1137804.974471,10697,10970,10443,11224,10179,11488,49.370010,0.890219,-0.480565,3.700000,-36.590895,-11.718468,false,false,false,100.000000,22.785430,100.000000
SessionUTC,asia,trend_down,short,60m,DISCOVERY_REJECTED,33470,16334,-0.481336,-5.481336,-7.981336,-10.481336,0.839005,0.775101,0.716516,43.122199,41.526740,39.769943,956077.266207,1139537.567265,920667.684042,1187802.985099,886687.430315,1237497.731372,14433,19037,13899,19571,13311,20159,43.122199,0.839005,-0.481336,-4.500000,-19.952266,-8.159465,false,false,false,0.000000,87.520341,100.000000
Return15,return15_down,range,short,5m,DISCOVERY_REJECTED,68379,46101,-0.486029,-5.486029,-7.986029,-10.486029,0.512348,0.380274,0.284071,37.150295,32.018602,27.264219,394126.069259,769255.277524,335082.029013,881158.737279,284505.515784,1001529.724049,25403,42976,21894,46485,18643,49736,37.150295,0.512348,-0.486029,-0.500000,-6.991612,-6.002848,false,false,false,0.000000,0.000000,0.000000
SessionUTC,asia,compressed_down,short,30m,DISCOVERY_REJECTED,10318,7817,-0.486827,-5.486827,-7.986827,-10.486827,0.790527,0.710890,0.639775,43.787556,41.674743,39.445629,213651.143504,270264.226676,202632.767458,285040.850630,192173.449270,300376.532442,4518,5800,4300,6018,4070,6248,43.787556,0.790527,-0.486827,-1.800000,-23.351760,-7.595262,false,false,false,0.000000,52.437518,100.000000
ATRPct14,atr_pct_14_mid,compressed_up,short,15m,DISCOVERY_REJECTED,15927,11173,-0.486862,-5.486862,-7.986862,-10.486862,0.785274,0.703077,0.629347,47.102405,45.199975,43.259873,319591.256944,406980.511292,301210.214331,428416.968679,283596.942316,450621.196663,7502,8425,7199,8728,6890,9037,47.102405,0.785274,-0.486862,1.000000,-11.548428,-8.452039,false,false,false,0.000000,61.146464,0.000000
CloseRelativeEMA20,above_ema20_strong,range,long,5m,DISCOVERY_REJECTED,7404,6323,-0.487796,-5.487796,-7.987796,-10.487796,0.746605,0.655062,0.575628,41.153431,38.897893,36.844949,119717.430844,160349.070407,112313.996571,171455.636134,105328.549259,182980.188822,3047,4357,2880,4524,2728,4676,41.153431,0.746605,-0.487796,-3.300000,-20.165680,-8.653279,false,false,false,0.000000,71.758716,0.000000
ATRPct14,atr_pct_14_mid,trend_up,long,5m,DISCOVERY_REJECTED,39048,22034,-0.492217,-5.492217,-7.992217,-10.492217,0.683429,0.575984,0.486268,41.536058,38.465478,35.610018,462987.917323,677448.016709,423929.748185,736009.847572,387797.277649,797497.377035,16219,22829,15020,24028,13905,25143,41.536058,0.683429,-0.492217,-1.800000,-10.508576,-6.438830,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_down,trend_up,long,15m,DISCOVERY_REJECTED,10313,8385,-0.493629,-5.493629,-7.993629,-10.493629,0.722896,0.625062,0.541577,41.830699,38.766605,35.780083,147801.353040,204457.151101,137433.456937,219871.754998,127851.098608,236071.896669,4314,5999,3998,6315,3690,6623,41.830699,0.722896,-0.493629,-1.700000,-10.716680,-8.889021,false,false,false,0.000000,66.118851,0.000000
BTCContext60,btc_flat,range,short,60m,DISCOVERY_REJECTED,119071,68033,-0.495764,-5.495764,-7.995764,-10.495764,0.801814,0.725506,0.656769,45.139455,43.024750,40.976392,2647494.067076,3301880.167181,2516368.022305,3468431.622410,2391368.730725,3641109.830830,53748,65323,51230,67841,48791,70280,45.139455,0.801814,-0.495764,-0.600000,-14.392770,-5.822639,false,false,false,0.000000,100.000000,0.000000
ETHContext60,eth_down_strong,compressed_down,short,5m,DISCOVERY_REJECTED,11580,9296,-0.496403,-5.496403,-7.996403,-10.496403,0.679167,0.571109,0.481282,41.183074,37.849741,34.740933,134736.297727,198384.649649,123303.638005,215901.989928,112776.364713,234324.716635,4769,6811,4383,7197,4023,7557,41.183074,0.679167,-0.496403,-1.300000,-12.741060,-6.486611,false,false,false,0.000000,100.000000,0.000000
VolumeRatio20,volume_ratio_low,trend_up,long,15m,DISCOVERY_REJECTED,38909,29272,-0.497876,-5.497876,-7.997876,-10.497876,0.673605,0.565187,0.475931,39.836542,36.251253,32.838161,441476.271914,655393.111026,404496.487438,715685.826550,370942.292533,779404.131645,15500,23409,14105,24804,12777,26132,39.836542,0.673605,-0.497876,-1.700000,-8.351025,-6.374018,false,false,false,0.000000,0.000000,0.000000
ETHContext60,eth_up,trend_up,short,120m,DISCOVERY_REJECTED,38223,25072,-0.498746,-5.498746,-7.998746,-10.498746,0.869979,0.816486,0.766259,48.860634,47.489731,46.147607,1406321.416117,1616499.991268,1360277.188181,1666013.263332,1315534.241223,1716827.816374,18676,19547,18152,20071,17639,20584,48.860634,0.869979,-0.498746,2.900000,-21.370124,-8.486913,false,false,false,0.000000,36.451577,100.000000
TrendSlope20,slope_down,compressed_down,short,5m,DISCOVERY_REJECTED,3761,3427,-0.504839,-5.504839,-8.004839,-10.504839,0.619569,0.500034,0.404799,40.122308,36.479660,32.331827,33717.995107,54421.693788,30110.273945,60216.472626,26870.097197,66378.795877,1509,2252,1372,2389,1216,2545,40.122308,0.619569,-0.504839,-0.800000,-13.785781,-112.175695,false,false,false,100.000000,0.000000,0.000000
ETHContext60,eth_flat,compressed_up,short,30m,DISCOVERY_REJECTED,12086,9678,-0.505740,-5.505740,-8.005740,-10.505740,0.750416,0.658958,0.578984,44.820453,42.214132,39.599537,200071.305091,266613.682948,186953.604128,283710.981984,174613.580979,301585.958836,5417,6669,5102,6984,4786,7300,44.820453,0.750416,-0.505740,0.250000,-16.349145,-9.028998,false,false,false,0.000000,77.190899,0.000000
BTCContext60,btc_up,trend_up,short,240m,DISCOVERY_REJECTED,43361,28304,-0.505873,-5.505873,-8.005873,-10.505873,0.908267,0.869384,0.832146,49.592952,48.622034,47.618828,2363827.971817,2602568.115321,2310591.122693,2657733.766196,2258399.332893,2713944.476396,21504,21857,21083,22278,20648,22713,49.592952,0.908267,-0.505873,3.900000,-41.964149,-10.680184,false,false,false,0.000000,28.172296,52.713213
BBWidthPctRank60,bb_width_high,range,short,240m,DISCOVERY_REJECTED,60561,48988,-0.507817,-5.507817,-8.007817,-10.507817,0.912205,0.874980,0.839309,47.786529,46.855237,45.988342,3465752.467924,3799311.392574,3394096.450722,3879057.875371,3323806.602902,3960170.527551,28940,31621,28376,32185,27851,32710,47.786529,0.912205,-0.507817,-1.200000,-47.296090,-9.215697,false,false,false,0.000000,32.810445,59.779347
TakerBuyRatio,taker_buy_heavy_strong,compressed_up,short,15m,DISCOVERY_REJECTED,11361,10313,-0.511451,-5.511451,-8.011451,-10.511451,0.670288,0.559658,0.467932,42.689904,39.292316,35.771499,127294.241956,189909.833636,115680.618942,206698.710622,105025.452401,224446.044081,4850,6511,4464,6897,4064,7297,42.689904,0.670288,-0.511451,0.000000,-9.713945,-6.280467,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_flat,range,short,30m,DISCOVERY_REJECTED,119071,68033,-0.511499,-5.511499,-8.011499,-10.511499,0.727662,0.630563,0.547054,43.546288,40.619462,37.772421,1753462.053675,2409721.771444,1628202.050326,2582139.268095,1511663.017321,2763277.735090,51851,67220,48366,70705,44976,74095,43.546288,0.727662,-0.511499,-0.200000,-11.306337,-5.926281,false,false,false,0.000000,0.000000,0.000000
CloseRelativeEMA20,below_ema20,trend_down,long,5m,DISCOVERY_REJECTED,54135,34965,-0.512389,-5.512389,-8.012389,-10.512389,0.585151,0.457150,0.356893,43.424771,38.817770,34.308673,420916.085772,719329.271871,365274.714564,799025.400662,315816.203063,884904.389161,23508,30627,21014,33121,18573,35562,43.424771,0.585151,-0.512389,1.400000,-8.406723,-6.456837,false,false,false,0.000000,0.000000,0.000000
BBWidthPctRank60,bb_width_high,trend_up,short,30m,DISCOVERY_REJECTED,46994,34217,-0.512744,-5.512744,-8.012744,-10.512744,0.781194,0.697908,0.623439,48.155084,45.486658,43.079968,924931.421247,1183997.297210,869925.745440,1246476.621403,817930.300823,1311966.176786,22630,24364,21376,25618,20245,26749,48.155084,0.781194,-0.512744,3.200000,-11.031274,-6.090347,false,false,false,0.000000,0.000000,0.000000
SessionUTC,europe,trend_up,long,60m,DISCOVERY_REJECTED,30756,15080,-0.513164,-5.513164,-8.013164,-10.513164,0.817819,0.747364,0.683551,42.768891,40.795292,38.844453,761174.232770,930737.114958,729071.129318,975524.011506,698441.853076,1021784.735264,13154,17602,12547,18209,11947,18809,42.768891,0.817819,-0.513164,-4.200000,-17.117565,-8.467788,false,false,false,0.000000,56.590500,100.000000
TrendSlope20,slope_up,compressed_up,long,120m,DISCOVERY_REJECTED,4673,4171,-0.516952,-5.516952,-8.016952,-10.516952,0.888869,0.842822,0.799275,46.008988,44.853413,43.890434,206203.269207,231983.985450,200885.906819,238349.123063,195694.831513,244840.547757,2150,2523,2096,2577,2051,2622,46.008988,0.888869,-0.516952,-3.300000,-30.275724,-30.522528,false,false,false,100.000000,47.545870,49.081736
CloseRelativeEMA20,near_ema20,trend_down,short,60m,DISCOVERY_REJECTED,47739,31374,-0.517165,-5.517165,-8.017165,-10.517165,0.792189,0.713745,0.643689,42.654852,40.698381,38.605752,1004036.166898,1267420.089637,954297.978041,1337029.400781,907022.300527,1409101.223266,20363,27376,19429,28310,18430,29309,42.654852,0.792189,-0.517165,-3.100000,-12.389594,-7.668679,false,false,false,0.000000,59.707634,0.000000
BBWidthPctRank60,bb_width_mid,trend_down,long,5m,DISCOVERY_REJECTED,54405,35906,-0.523312,-5.523312,-8.023312,-10.523312,0.584703,0.459269,0.362086,41.029317,36.015072,31.421744,423072.981129,723568.743968,370746.967434,807255.230273,324968.787688,897489.550527,22322,32083,19594,34811,17095,37310,41.029317,0.584703,-0.523312,0.600000,-10.470544,-6.118505,false,false,false,0.000000,0.000000,0.000000
VolumeRatio20,volume_ratio_high,range,short,30m,DISCOVERY_REJECTED,55634,43212,-0.524276,-5.524276,-8.024276,-10.524276,0.754872,0.665136,0.586568,44.305640,41.620232,38.994140,946448.422184,1253785.985805,886722.071929,1333144.635549,830706.563918,1416214.127539,24649,30985,23155,32479,21694,33940,44.305640,0.754872,-0.524276,0.000000,-12.561535,-6.314824,false,false,false,0.000000,0.000000,0.000000
ETHContext60,eth_up,compressed_up,short,15m,DISCOVERY_REJECTED,18939,15533,-0.524420,-5.524420,-8.024420,-10.524420,0.672447,0.562169,0.470449,43.370822,39.775067,36.554200,214793.097871,319420.082133,195133.416468,347107.900730,177076.427658,376398.411920,8214,10725,7533,11406,6923,12016,43.370822,0.672447,-0.524420,0.600000,-8.271368,-6.576410,false,false,false,0.000000,0.000000,0.000000
TrendSlope20,slope_up_strong,compressed_down,long,240m,DISCOVERY_REJECTED,7930,6987,-0.524827,-5.524827,-8.024827,-10.524827,0.917480,0.882402,0.848671,48.991173,48.007566,47.175284,487111.466783,530923.343011,477500.676201,541137.552430,468064.228676,551526.104905,3885,4045,3807,4123,3741,4189,48.991173,0.917480,-0.524827,1.700000,-35.141352,-6.113341,false,false,false,100.000000,30.732314,95.869000
VolumeRatio20,volume_ratio_low,trend_up,long,60m,DISCOVERY_REJECTED,38909,29272,-0.525389,-5.525389,-8.025389,-10.525389,0.816797,0.746052,0.681958,43.316456,41.304068,39.340512,958503.015977,1173490.368340,917359.189845,1229619.042208,878133.473802,1287665.826166,16854,22055,16071,22838,15307,23602,43.316456,0.816797,-0.525389,-3.400000,-10.446280,-6.734577,false,false,false,0.000000,0.000000,0.000000
RealizedVol60,realized_vol_60_low,compressed_up,long,240m,DISCOVERY_REJECTED,37813,26821,-0.526494,-5.526494,-8.026494,-10.526494,0.902363,0.861396,0.822308,48.150107,47.235078,46.298892,1931332.250290,2140305.574973,1886230.361550,2189736.186233,1842002.015131,2240040.339814,18207,19606,17861,19952,17507,20306,48.150107,0.902363,-0.526494,0.400000,-53.670683,-9.633673,false,false,false,0.000000,29.021600,100.000000
BTCContext60,btc_up,trend_up,long,15m,DISCOVERY_REJECTED,43361,28304,-0.530252,-5.530252,-8.030252,-10.530252,0.683529,0.578271,0.491010,39.014322,35.656465,32.653767,517925.697354,757722.954045,477448.381340,825648.138031,440471.998009,897074.254700,16917,26444,15461,27900,14159,29202,39.014322,0.683529,-0.530252,-2.800000,-10.777821,-6.250878,false,false,false,0.000000,100.000000,0.000000
RealizedVol60,realized_vol_60_mid,range,long,5m,DISCOVERY_REJECTED,31002,16617,-0.530765,-5.530765,-8.030765,-10.530765,0.728497,0.631510,0.547559,44.316496,41.865041,39.600671,460073.263637,631538.030210,426678.574272,675648.340845,395110.062109,721584.828682,13739,17263,12979,18023,12277,18725,44.316496,0.728497,-0.530765,-0.500000,-11.112017,-6.639591,false,false,false,0.000000,100.000000,0.000000
Return15,return15_down_strong,range,short,30m,DISCOVERY_REJECTED,16644,13830,-0.532969,-5.532969,-8.032969,-10.532969,0.835407,0.770431,0.710724,45.878395,44.099976,42.405672,467415.041649,559505.771450,448698.839266,582399.569066,430721.169099,606031.898900,7636,9008,7340,9304,7058,9586,45.878395,0.835407,-0.532969,-1.550000,-18.943422,-7.905539,false,false,false,0.000000,43.198336,0.000000
TakerBuyRatio,taker_buy_heavy,compressed_up,long,15m,DISCOVERY_REJECTED,8839,8142,-0.532981,-5.532981,-8.032981,-10.532981,0.716092,0.616980,0.532521,42.188030,39.042878,36.327639,123354.255474,172260.271675,114374.543686,185378.059887,106054.397503,199155.413704,3729,5110,3451,5388,3211,5628,42.188030,0.716092,-0.532981,-1.600000,-11.782505,-7.321384,false,false,false,0.000000,0.000000,0.000000
